STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSPORT_MODE,Transport mode,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,1998,,32914499,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,1998,,58841036.5,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,1999,,88492362.49,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,1999,,50490202.34,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2000,,55794869.17,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2000,,95364433.61,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2001,,114286634.2,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2001,,70686283.28,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2002,,83276878.04,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2002,,129406365,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2003,,135259202.9,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2003,,90307159.38,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2004,,105134661.8,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2004,,147920734.2,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2005,,157210621.6,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2005,,119898252.7,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2006,,131657996,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2006,,156487936.9,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2007,,154577135.8,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2007,,146613321.7,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2008,,154666189.5,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2008,,157679443.6,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2009,,185125261.7,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2009,,166170286.2,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2010,,167959812.4,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2010,,192442324.9,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2011,,234036405.7,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2011,,210600000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2012,,221700000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2012,,235615448.4,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2014,,289500000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2014,,290969395.4,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2015,,283100000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2015,,283100000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2016,,280800000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2016,,282993197.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2017,,271061907.4,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2017,,273000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2018,,277987000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2018,,271370975.6,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2019,,282427799.9,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2019,,294945000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2020,,301207000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2020,,287265981.9,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2021,,275352746.1,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2021,,312239000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2022,,346000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2022,,258596850.5,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2023,,286765120.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2023,,407000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2024,,498900000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,EST,Estonia,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2024,,345951418.4,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,1995,,2359000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,1995,,4123693319,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,1996,,4333590139,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,1996,,2475000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,1997,,2705000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,1997,,4632166587,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,1998,,4827470123,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,1998,,2868000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,1999,,3092000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,1999,,5134933156,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2000,,5244430693,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2000,,3390000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2001,,3577000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2001,,5399734316,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2002,,5517445737,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2002,,3724000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2003,,3979000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2003,,5769425957,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2004,,6065612792,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2004,,4332000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2005,,4684000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2005,,6240174789,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2006,,6356647763,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2006,,5044000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2007,,5397000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2007,,6490523379,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2008,,6670604757,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2008,,5985000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2009,,6071000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2009,,6906005073,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2010,,7128372763,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2010,,6433000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2011,,6882000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2011,,7187017002,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2012,,7305388034,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2012,,7365000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2013,,7845000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2013,,7717430868,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2014,,8128317157,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2014,,8316000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,V,Current prices,2015,,8490000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2015,,8490000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FIN,Finland,A,Annual,CV,Capital value,EUR,Euro,RAIL,Rail,Q,Constant prices,2016,,8851579878,,,,,,0,Units,0,Zero,,
